frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
138,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000138_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
139,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000139_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
140,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000140_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
141,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000141_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
142,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000142_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
143,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000143_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
144,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000144_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
145,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000145_pad32_0.jpg,OFZELDA,IOFZELDA,1,0.8571,-0.8
146,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000146_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
147,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000147_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
148,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000148_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
149,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000149_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
150,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000150_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
151,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000151_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
152,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000152_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
153,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000153_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
154,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000154_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
155,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000155_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
156,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000156_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
157,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000157_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
158,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000158_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
159,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000159_pad32_0.jpg,BYE4O1K,EW,6,0.1429,-0.8
160,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000160_pad32_0.jpg,BYE4O1K,W,7,0.0,-0.8
161,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000161_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
162,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000162_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
163,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000163_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
164,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000164_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
165,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000165_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
166,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000166_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
167,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000167_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
168,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000168_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
169,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000169_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
170,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000170_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
171,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000171_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
172,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000172_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
173,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000173_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
174,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000174_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
175,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000175_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
176,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000176_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
177,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000177_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
178,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000178_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
179,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000179_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
180,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000180_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
181,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000181_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
182,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000182_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
183,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000183_pad32_0.jpg,MUAHAHA,H,6,0.1429,-0.8
184,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000184_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
185,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000185_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
186,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000186_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
187,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000187_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
188,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000188_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
189,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000189_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
190,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000190_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
191,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000191_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
192,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000192_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
193,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000193_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
194,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000194_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
195,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000195_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
196,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000196_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
197,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000197_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
198,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000198_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
199,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000199_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
200,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000200_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
201,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000201_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
202,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000202_pad32_0.jpg,ORINNIE,2RG,6,0.1429,-0.8
203,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000203_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
204,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000204_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
205,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000205_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
206,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000206_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
207,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000207_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
208,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000208_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
209,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000209_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
210,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000210_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
211,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000211_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
212,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000212_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
213,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000213_pad32_0.jpg,NBEYOND,,7,0.0,-1.0
214,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000214_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
215,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000215_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
216,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000216_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
217,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000217_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
218,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000218_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
219,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000219_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
220,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000220_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
221,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000221_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
222,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000222_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
223,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000223_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
224,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000224_pad32_0.jpg,NBEYOND,WEO,5,0.2857,-0.8
225,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000225_pad32_0.jpg,TOYYODA,TOYYOK,2,0.7143,-0.8
226,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000226_pad32_0.jpg,TOYYODA,TOYYOA,1,0.8571,-0.8
227,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000227_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
228,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000228_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
229,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000229_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
230,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000230_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
231,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000231_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
232,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000232_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
233,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000233_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
234,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000234_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
235,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000235_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
236,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000236_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
237,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000237_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
238,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000238_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
239,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000239_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
240,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000240_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
241,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000241_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
242,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000242_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
243,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000243_pad32_0.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
244,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000244_pad32_0.jpg,INEED2P,,7,0.0,-1.0
244,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000244_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
245,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000245_pad32_0.jpg,INEED2P,,7,0.0,-1.0
245,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000245_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
246,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000246_pad32_0.jpg,INEED2P,,7,0.0,-1.0
246,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000246_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
247,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000247_pad32_0.jpg,INEED2P,,7,0.0,-1.0
247,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000247_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
248,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000248_pad32_0.jpg,INEED2P,,7,0.0,-1.0
248,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000248_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
249,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000249_pad32_0.jpg,INEED2P,,7,0.0,-1.0
249,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000249_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
250,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000250_pad32_0.jpg,INEED2P,,7,0.0,-1.0
250,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000250_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
251,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000251_pad32_0.jpg,INEED2P,,7,0.0,-1.0
251,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000251_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
252,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000252_pad32_0.jpg,INEED2P,,7,0.0,-1.0
252,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000252_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
253,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000253_pad32_0.jpg,INEED2P,,7,0.0,-1.0
253,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000253_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
254,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000254_pad32_0.jpg,INEED2P,,7,0.0,-1.0
254,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000254_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
255,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000255_pad32_0.jpg,INEED2P,,7,0.0,-1.0
255,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000255_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
256,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000256_pad32_0.jpg,INEED2P,,7,0.0,-1.0
256,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000256_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
257,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000257_pad32_0.jpg,INEED2P,,7,0.0,-1.0
257,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000257_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
258,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000258_pad32_0.jpg,INEED2P,,7,0.0,-1.0
258,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000258_pad32_1.jpg,INEED2P,4,7,0.0,-0.8
259,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000259_pad32_0.jpg,88B88BB,988605,5,0.2857,7.8
260,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\predict_python\crops_margem_trintadois\placa\frame_000260_pad32_0.jpg,88B88BB,988805,4,0.4286,11.2
