frame,arquivo,gt,pred,levenshtein,acerto_por_letra,conf_media
154,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000154.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
155,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000155.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
156,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000156.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
157,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000157.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
158,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000158.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
159,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000159.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
160,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000160.jpg,BYE4O1K,JBYE401K,2,0.7143,-0.8
161,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000161.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
162,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000162.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
163,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000163.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
164,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000164.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
165,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000165.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
166,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000166.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
167,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000167.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
168,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000168.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
169,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000169.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
170,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000170.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
171,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000171.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
172,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000172.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
173,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000173.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
174,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000174.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
175,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000175.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
176,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000176.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
177,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000177.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
178,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000178.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
179,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000179.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
180,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000180.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
181,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000181.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
182,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000182.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
183,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000183.jpg,MUAHAHA,MUAHAHA,0,1.0,-0.8
184,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000184.jpg,ORINNIE,,7,0.0,-1.0
185,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000185.jpg,ORINNIE,,7,0.0,-1.0
186,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000186.jpg,ORINNIE,,7,0.0,-1.0
187,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000187.jpg,ORINNIE,,7,0.0,-1.0
188,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000188.jpg,ORINNIE,,7,0.0,-1.0
189,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000189.jpg,ORINNIE,,7,0.0,-1.0
190,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000190.jpg,ORINNIE,,7,0.0,-1.0
191,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000191.jpg,ORINNIE,,7,0.0,-1.0
192,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000192.jpg,ORINNIE,,7,0.0,-1.0
193,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000193.jpg,ORINNIE,,7,0.0,-1.0
194,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000194.jpg,ORINNIE,,7,0.0,-1.0
195,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000195.jpg,ORINNIE,,7,0.0,-1.0
196,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000196.jpg,ORINNIE,,7,0.0,-1.0
197,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000197.jpg,ORINNIE,,7,0.0,-1.0
198,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000198.jpg,ORINNIE,,7,0.0,-1.0
199,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000199.jpg,ORINNIE,,7,0.0,-1.0
200,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000200.jpg,ORINNIE,,7,0.0,-1.0
201,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000201.jpg,ORINNIE,,7,0.0,-1.0
202,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000202.jpg,ORINNIE,,7,0.0,-1.0
203,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000203.jpg,NBEYOND,,7,0.0,-1.0
204,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000204.jpg,NBEYOND,,7,0.0,-1.0
205,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000205.jpg,NBEYOND,,7,0.0,-1.0
206,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000206.jpg,NBEYOND,,7,0.0,-1.0
207,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000207.jpg,NBEYOND,,7,0.0,-1.0
208,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000208.jpg,NBEYOND,,7,0.0,-1.0
209,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000209.jpg,NBEYOND,,7,0.0,-1.0
210,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000210.jpg,NBEYOND,,7,0.0,-1.0
211,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000211.jpg,NBEYOND,,7,0.0,-1.0
212,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000212.jpg,NBEYOND,,7,0.0,-1.0
213,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000213.jpg,NBEYOND,,7,0.0,-1.0
214,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000214.jpg,NBEYOND,,7,0.0,-1.0
215,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000215.jpg,NBEYOND,,7,0.0,-1.0
216,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000216.jpg,NBEYOND,,7,0.0,-1.0
217,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000217.jpg,NBEYOND,,7,0.0,-1.0
218,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000218.jpg,NBEYOND,,7,0.0,-1.0
219,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000219.jpg,NBEYOND,,7,0.0,-1.0
220,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000220.jpg,NBEYOND,,7,0.0,-1.0
221,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000221.jpg,NBEYOND,,7,0.0,-1.0
222,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000222.jpg,NBEYOND,,7,0.0,-1.0
223,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000223.jpg,NBEYOND,,7,0.0,-1.0
224,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000224.jpg,NBEYOND,,7,0.0,-1.0
225,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000225.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
226,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000226.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
227,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000227.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
228,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000228.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
229,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000229.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
230,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000230.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
231,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000231.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
232,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000232.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
233,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000233.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
234,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000234.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
235,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000235.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
236,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000236.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
237,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000237.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
238,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000238.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
239,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000239.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
240,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000240.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
241,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000241.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
242,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000242.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
243,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000243.jpg,TOYYODA,TOYYODA,0,1.0,-0.8
244,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000244.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
245,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000245.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
246,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000246.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
247,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000247.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
248,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000248.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
249,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000249.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
250,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000250.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
251,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000251.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
252,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000252.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
253,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000253.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
254,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000254.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
255,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000255.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
256,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000256.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
257,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000257.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
258,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000258.jpg,INEED2P,TNEED2P,1,0.8571,-0.8
259,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000259.jpg,88B88BB,,7,0.0,-1.0
260,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000260.jpg,88B88BB,,7,0.0,-1.0
261,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000261.jpg,88B88BB,,7,0.0,-1.0
262,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000262.jpg,88B88BB,,7,0.0,-1.0
263,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000263.jpg,88B88BB,,7,0.0,-1.0
264,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000264.jpg,88B88BB,,7,0.0,-1.0
265,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000265.jpg,88B88BB,,7,0.0,-1.0
266,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000266.jpg,88B88BB,,7,0.0,-1.0
267,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000267.jpg,88B88BB,GB88B8,3,0.5714,-0.8
268,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000268.jpg,88B88BB,GB88B8,3,0.5714,-0.8
269,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000269.jpg,88B88BB,GB88B8,3,0.5714,-0.8
270,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000270.jpg,88B88BB,GB88B8,3,0.5714,-0.8
271,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000271.jpg,88B88BB,GB88B8,3,0.5714,-0.8
272,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000272.jpg,88B88BB,GB88B8,3,0.5714,-0.8
273,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000273.jpg,88B88BB,GB88B8,3,0.5714,-0.8
274,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000274.jpg,88B88BB,GB88B8,3,0.5714,-0.8
275,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000275.jpg,88B88BB,GB88B8,3,0.5714,-0.8
276,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000276.jpg,88B88BB,GB88B8,3,0.5714,-0.8
277,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000277.jpg,88B88BB,GB88B8,3,0.5714,-0.8
278,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000278.jpg,88B88BB,GB88B8,3,0.5714,-0.8
279,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000279.jpg,88B88BB,GB88B8,3,0.5714,-0.8
280,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000280.jpg,88B88BB,GB88B8,3,0.5714,-0.8
281,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000281.jpg,88B88BB,GB88B8,3,0.5714,-0.8
282,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000282.jpg,88B88BB,GB88B8,3,0.5714,-0.8
283,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000283.jpg,88B88BB,GB88B8,3,0.5714,-0.8
284,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000284.jpg,88B88BB,GB88B8,3,0.5714,-0.8
285,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000285.jpg,88B88BB,GB88B8,3,0.5714,-0.8
286,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000286.jpg,88B88BB,GB88B8,3,0.5714,-0.8
287,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000287.jpg,88B88BB,GB88B8,3,0.5714,-0.8
288,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000288.jpg,88B88BB,GB88B8,3,0.5714,-0.8
289,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000289.jpg,88B88BB,GB88B8,3,0.5714,-0.8
290,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000290.jpg,88B88BB,GB88B8,3,0.5714,-0.8
291,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000291.jpg,88B88BB,GB88B8,3,0.5714,-0.8
292,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000292.jpg,88B88BB,GB88B8,3,0.5714,-0.8
293,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000293.jpg,88B88BB,GB88B8,3,0.5714,-0.8
294,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000294.jpg,88B88BB,GB88B8,3,0.5714,-0.8
295,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000295.jpg,88B88BB,8GB688B,3,0.5714,-0.8
296,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000296.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
297,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000297.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
298,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000298.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
299,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000299.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
300,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000300.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
301,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000301.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
302,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000302.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
303,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000303.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
304,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000304.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
305,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000305.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
306,C:\Users\isabel_martins\Documents\ASCAN\Comp_Cognitiva\Desafio\runs\detect\predict_python\crops\placa\frame_000306.jpg,88B88BB,GB8GBB,3,0.5714,-0.8
